ID	Gene Name	UniProt ID	Species	Drug IDs
8542	parE	Q59192	Bacillus subtilis (strain 168)	DB00537
8543	gyrA	P05653	Bacillus subtilis (strain 168)	DB00537
8544		B2ZTR6	Acinetobacter baumannii	DB00493
8545	mecA	D6R448	Staphylococcus aureus	DB00713
8547	mdfA	C9EH48	Escherichia coli	DB00759
8548	mdtK	C3T8E2	Escherichia coli	DB00537
8641	pbp4	P72355	Staphylococcus aureus	DB01598; DB06211
8752	EXP-1	P04926	Plasmodium falciparum	DB09274
8753	PCSK9	Q8NBP7	Humans	DB09302
8755	per1	P37321	Pseudomonas aeruginosa	DB09060
8756	OXA-48	A0A023W3H0	Klebsiella pneumoniae	DB09060
8757	bla	Q9F663	Klebsiella pneumoniae	DB09060; DB12107
8758	blaUOE-1	Q9EXV5	Escherichia coli	DB09060
8759	NS5A	Q5L478	Hepatitis C Virus	DB09027; DB09102; DB09296; DB11574; DB11613; DB13878
8760	S1PR1	P21453	Humans	DB09105; DB12371
8762	NS5b	P87764		DB09183
8764	CRHR1	P34998		DB09067
8765	TRHR	P34981	Humans	DB09421
8766	ureB	Q8KT33	Helicobacter pylori	DB09510; DB09513
8767	VMAT2	Q99870	Humans	DB00182; DB11915; DB12010
981	IL12B	P29460	Humans	DB05679; DB14004; DB14762
3415	IL23A	Q9NPF7	Humans	DB05679; DB14004; DB14762
2365	HDAC1	Q13547	Humans	DB05015; DB06603
3526	HDAC10	Q969S8	Humans	DB05015; DB06603
8799	HDAC11	Q96DB2	Humans	DB05015; DB06603
2366	HDAC2	Q92769	Humans	DB05015; DB06603
2367	HDAC3	O15379	Humans	DB05015; DB06603
3523	HDAC4	P56524	Humans	DB05015; DB06603
3524	HDAC5	Q9UQL6	Humans	DB05015; DB06603
2368	HDAC6	Q9UBN7	Humans	DB05015; DB06603
3525	HDAC7	Q8WUI4	Humans	DB05015; DB06603
1608	HDAC8	Q9BY41	Humans	DB05015; DB06603
881	HDAC9	Q9UKV0	Humans	DB05015; DB06603
795	GABRA1	P14867	Humans	DB00334; DB00555
381	GABRA2	P47869	Humans	DB00334; DB00555
523	GABRA3	P34903	Humans	DB00334; DB00555
478	GABRA4	P48169	Humans	DB00334; DB00555
471	GABRA5	P31644	Humans	DB00334; DB00555
764	GABRA6	Q16445	Humans	DB00334; DB00555
3593	GABRG1	Q8N1C3	Humans	DB00334; DB00555
3592	GABRG2	P18507	Humans	DB00334; DB00555
3594	GABRG3	Q99928	Humans	DB00334; DB00555
207	ABCC8	Q09428	Humans	DB00839; DB01016
708	KCNJ11	Q14654	Humans	DB00839; DB01016
5569	toxB	P18177	Peptoclostridium difficile	DB13140
4925	MTF1	Q14872	Humans	DB12965
8815	MT1HL1	P0DM35	Humans	DB12965
4778	MT1A	P04731	Humans	DB12965
8820	MT1B	P07438	Humans	DB12965
8824	MT1E	P04732	Humans	DB12965
8816	MT1F	P04733	Humans	DB12965
8821	MT1G	P13640	Humans	DB12965
8825	MT1H	P80294	Humans	DB12965
8822	MT1L	Q93083	Humans	DB12965
8817	MT1M	Q8N339	Humans	DB12965
8823	MT1X	P80297	Humans	DB12965
4779	MT2A	P02795	Humans	DB12965
5817	MT3	P25713	Humans	DB12965
8818	MT4	P47944	Humans	DB12965
8819	MT1DP	A1L3X4	Humans	DB12965
8826	TESMIN	Q9Y4I5	Humans	DB12965
8828	CIB1	Q99828	Humans	DB11093; DB11348; DB14481
8829	SRI	P30626	Humans	DB11093; DB11348; DB14481
8830	CHP1	Q99653	Humans	DB11093; DB11348; DB14481
8831	FBN2	P35556	Humans	DB11093; DB11348; DB14481
8832	CASQ2	O14958	Humans	DB11093; DB11348; DB14481
8833	PEF1	Q9UBV8	Humans	DB11093; DB11348; DB14481
8834	TPT1	P13693	Humans	DB11093; DB11348; DB14481
8835	CIB2	O75838	Humans	DB11093; DB11348; DB14481
8836	CASQ1	P31415	Humans	DB11093; DB11348; DB13800; DB14481
8837	NUCB1	Q02818	Humans	DB11093; DB11348; DB14481
8838	NUCB2	P80303	Humans	DB11093; DB11348; DB14481
8839	FBN3	Q75N90	Humans	DB11093; DB11348; DB14481
8840	GCA	P28676	Humans	DB11093; DB11348; DB14481
8841	CADPS	Q9ULU8	Humans	DB11093; DB11348; DB14481
8842	CALM2	P0DP24	Humans	DB11093; DB11348; DB14481
8843	CALM3	P0DP25	Humans	DB11093; DB11348; DB14481
8844	S100A16	Q96FQ6	Humans	DB11093; DB11348; DB14481
8845	CALB2	P22676	Humans	DB11093; DB11348; DB13800; DB14481
8846	CAPS	Q13938	Humans	DB11093; DB11348; DB14481
8847	CADPS2	Q86UW7	Humans	DB11093; DB11348; DB14481
8848	CALR3	Q96L12	Humans	DB11093; DB11348; DB14481
430	CACNA1C	Q13936	Humans	DB00252; DB00825; DB09089; DB09236; DB09238; DB13746
2359	CACNA1D	Q01668	Humans	DB00252; DB00825; DB09089; DB09236; DB09238; DB13746
2357	CACNA1F	O60840	Humans	DB00252; DB00825; DB09089; DB09236; DB09238; DB13746
2355	CACNA1S	Q13698	Humans	DB00252; DB00825; DB09089; DB09236; DB09238; DB13746
303	CACNB1	Q02641	Humans	DB00252; DB00825; DB09089; DB09236; DB09238; DB13746
2354	CACNB2	Q08289	Humans	DB00252; DB00825; DB09089; DB09236; DB09238; DB13746
2358	CACNB3	P54284	Humans	DB00252; DB00825; DB09089; DB09236; DB09238; DB13746
2356	CACNB4	O00305	Humans	DB00252; DB00825; DB09089; DB09236; DB09238; DB13746
356	CACNA1A	O00555	Humans	DB00252; DB00825; DB09089; DB09236; DB09238; DB13746
483	CACNA1G	O43497	Humans	DB09089; DB09238; DB13746
864	CACNA1H	O95180	Humans	DB09089; DB09238; DB13746
12	CACNA1I	Q9P0X4	Humans	DB09089; DB09238; DB13746
356	CACNA1A	O00555	Humans	DB13746
5024	CACNA1E	Q15878	Humans	DB00273
8876	DGAT2	Q96PD7	Humans	DB09568; DB13961
4796	TFRC	P02786	Humans	DB01592; DB13949; DB14488; DB14489; DB14490; DB14491; DB14501; DB14520
5895	APOC2	P02655	Humans	DB09130
5896	APOC3	P02656	Humans	DB09130
8879	MPG	P29372	Humans	DB00515; DB01593; DB14487; DB14533
8880	S100A8	P05109	Humans	DB01373; DB01593; DB09130; DB14487; DB14533
8881	HSPD1	P10809	Humans	DB09130
8882	HSPA13	P48723	Humans	DB09130
8883	Lyar	Q08288	Mouse	DB09130
8884	RPS2	P15880	Humans	DB09130
8885	HNRNPA2B1	P22626	Humans	DB09130
8886	HNRNPH1	P31943	Humans	DB09130
8887	HNRNPH3	P31942	Humans	DB09130
8888	cbiD	P61987	Treponema denticola (strain ATCC 35405 / CIP 103919 / DSM 14222)	DB09130
8889	HNRNPL	P14866	Humans	DB09130
8890	SFPQ	P23246	Humans	DB09130
8891	SF3A2	Q15428	Humans	DB09130
8892	RACK1	P63244	Humans	DB09130
8893	ACTN1	P12814	Humans	DB06773; DB09130
8894	ANXA4	P09525	Humans	DB00591; DB09130
8895	STIP1	P31948	Humans	DB09130
8896	EEF1A1L14	Q96RE1	Humans	DB09130
8897	EIF6	P56537	Humans	DB09130
8898	EIF4A1	P60842	Humans	DB09130
8899	YWHAB	P31946	Humans	DB09130
8900	HDGF	P51858	Humans	DB09130
8901	PSME1	Q06323	Humans	DB09130
8902	PGAM1	P18669	Humans	DB09130
8903	RANBP1	P43487	Humans	DB09130
8904	AFM	P43652	Humans	DB09130
8905	PDIA3	P30101	Humans	DB01593; DB09130; DB14487; DB14533
8906	TFF1	P04155	Humans	DB00481
8907	SERPINB9	P50453	Humans	DB00481
8908	KLK3	P07288	Humans	DB00834; DB04839
8910	PI4K2B	Q8TCG2	Humans	DB02709
8911	F2RL3	Q96RI0	Humans	DB11300
8912	HOXA10	P31260	Humans	DB00136
8913	ITGA5	P08648	Humans	DB02709
8914	PRNP	F7VJQ1	Humans	DB09130
8915	AHSP	Q9NZD4	Humans	DB01592; DB14488; DB14489; DB14490; DB14491; DB14501
8916	FXN	Q16595	Humans	DB01592; DB14488; DB14489; DB14490; DB14491; DB14501
8917	CSTB	P04080	Humans	DB09131
8918	S100A9	P06702	Humans	DB01373; DB01593; DB14487; DB14533
8919	TP73	O15350	Humans	DB01593; DB14487; DB14533
8920	HTT	P42858	Humans	DB09130
8921	PSG5	Q15238	Humans	DB00523
8922	CMTR1	Q8N1G2	Humans	DB00118
8923	NR4A3	Q92570	Humans	DB01254
8924	L1CAM	P32004	Humans	DB00898
8925	BMP4	P12644	Humans	DB01373
8926	MARCO	Q9UEW3	Humans	DB09536; DB11132
8927	CPNE1	Q99829	Humans	DB00277
8928	HM13	Q8TCT9	Humans	DB00277
8929	NOMO1	Q15155	Humans	DB00277
8930	RIC3	Q7Z5B4	Humans	DB00277
8931	TTLL3	Q9Y4R7	Humans	DB00277
8932	PHB2	Q99623	Humans	DB06774
8933	RCAN1	P53805	Humans	DB00975
8934	CALCRL	Q16602	Humans	DB14039; DB15328
8936	LEF1	Q9UJU2	Humans	DB00903
8937	CDKN1A	P38936	Humans	DB01169
8938	FEN1	P39748	Humans	DB01592; DB14488; DB14489; DB14490; DB14491; DB14501
8939	MT-ATP6	P00846	Humans	DB00783; DB13952; DB13953; DB13954; DB13955; DB13956
8940	BECN1	Q14457	Humans	DB00783; DB13952; DB13953; DB13954; DB13955; DB13956
8941	TAS2R16	Q9NYV7	Humans	DB01032
8968	CYP26C1	Q6V0L0	Humans	DB00523; DB00755
8969	CYP26B1	Q9NR63	Humans	DB00755
8970	PCNA	P12004	Humans	DB00279; DB00945
8971	TAC3	Q9UHF0	Humans	DB09130
8972	A1BG	P04217	Humans	DB01593; DB09130; DB14487; DB14533
8973	AHSG	P02765	Humans	DB01593; DB09130; DB14487; DB14533
8974	APOA4	P06727	Humans	DB01593; DB09130; DB14487; DB14533
8975	C4BPA	P04003	Humans	DB01593; DB09130; DB14487; DB14533
8976	C8B	P07358	Humans	DB01593; DB09130; DB14487; DB14533
8977	C9	P02748	Humans	DB09130
8978	CFH	P08603	Humans	DB01593; DB09130; DB14487; DB14533
8979	CFI	P05156	Humans	DB01593; DB09130; DB14487; DB14533
8980	CLU	P10909	Humans	DB01593; DB09130; DB14487; DB14533
8981	CBX5	P45973	Humans	DB09130
8982	HPR	P00739	Humans	DB01593; DB09130; DB14487; DB14533
8983	IGFALS	P35858	Humans	DB01593; DB09130; DB14487; DB14533
8984	IGLL1	P15814	Humans	DB09130
8985	ITIH2	P19823	Humans	DB01593; DB09130; DB14487; DB14533
8986	KRT1	P04264	Humans	DB01593; DB09130; DB14487; DB14533
8987	KRT10	P13645	Humans	DB01593; DB09130; DB14487; DB14533
8988	KRT2	P35908	Humans	DB01593; DB09130; DB11157; DB14487; DB14533
8989	KRT9	P35527	Humans	DB01593; DB09130; DB14487; DB14533
8990	LRG1	P02750	Humans	DB09130
8991	LUM	P51884	Humans	DB09130
8992	SERPINA4	P29622	Humans	DB01593; DB09130; DB14487; DB14533
8993	SERPINF1	P36955	Humans	DB09130
8994	APOL1	O14791	Humans	DB01593; DB14487; DB14533
8995	C4BPB	P20851	Humans	DB01593; DB14487; DB14533
8996	BRCC3	P46736	Humans	DB01593; DB14487; DB14533
8997	C8A	P07357	Humans	DB01593; DB14487; DB14533
8998	DCD	P81605	Humans	DB01593; DB14487; DB14533
8999	DSP	P15924	Humans	DB01593; DB14487; DB14533
9000	F13B	P05160	Humans	DB01593; DB09310; DB11300; DB11571; DB11572; DB14487; DB14533
9001	FCN3	O75636	Humans	DB01593; DB14487; DB14533
9002	HRNR	Q86YZ3	Humans	DB01593; DB14487; DB14533
9003	IGKV1-17	P01599	Humans	DB01593; DB14487; DB14533
9004	IGLV3-21	P80748	Humans	DB01593; DB14487; DB14533
9005	ITIH1	P19827	Humans	DB01593; DB14487; DB14533
9006	ITIH3	Q06033	Humans	DB01593; DB14487; DB14533
9007	ITIH4	Q14624	Humans	DB01593; DB14487; DB14533
9008	JCHAIN	P01591	Humans	DB01593; DB14487; DB14533
9009	JUP	P14923	Humans	DB01593; DB14487; DB14533
9010	KRT14	P02533	Humans	DB01593; DB14487; DB14533
9011	KRT16	P08779	Humans	DB01593; DB14487; DB14533
9012	KRT5	P13647	Humans	DB01593; DB14487; DB14533
9013	KRT6A	P02538	Humans	DB01593; DB14487; DB14533
9014	PZP	P20742	Humans	DB01593; DB14487; DB14533
9015	SERPINA3	P01011	Humans	DB01593; DB14487; DB14533
9017	APLP1	P51693	Humans	DB01593; DB09130; DB14487; DB14533
9018	APLP2	Q06481	Humans	DB01593; DB14487; DB14533
9019	SFRP4	Q6FHJ7	Humans	DB00606; DB00790
9020	KHSRP	Q92945	Humans	DB02709
9021	CLEC4E	Q9ULY5	Humans	DB04540
9050	fabI	Q81JF8	Bacillus anthracis	DB08604
9051	pbpC	A0A0E1R3H3	Listeria monocytogenes serotype 4b str. LL195	DB00485
9053		A0A1Q8GFY7	Bacillus licheniformis	DB00689
9142	SRSF1	Q07955	Humans	DB09130
9143	HLA-B	P18465	Humans	DB01048
9144	SMN2	B4DP61	Humans	DB13161
9151	Hrh1	P70174	Mouse	DB11160
9157	TRM2	F5HGI9	Human Cytomegalovirus	DB12070
9158	TRM1	F5HC79	Human Cytomegalovirus	DB12070
9159	TRM3	F5HCU8	Human Cytomegalovirus	DB12070
9161	RPE65	Q16518	Humans	DB13932
9162	GPR12	P47775	Humans	DB09061
9163	AANAT	F1T0I5	Humans	DB09061
9165	NAAA	Q02083	Humans	DB09061
9167	TRPV2	Q9Y5S1	Humans	DB09061
9168	TRPV4	Q9HBA0	Humans	DB09061; DB11148
9282	BMPR1A	P36894	Humans	DB11639
9283	SSTR4	P31391	Humans	DB09099; DB13985
9291	NOD2	Q9HC29	Humans	DB13615
9292	BMPR2	Q13873	Humans	DB11639; DB12010
9294	UL122	P06434	Human cytomegalovirus (strain Towne)	DB06759
9295	UL122	P06435	Human cytomegalovirus (strain Towne)	DB06759
9300	DIO3	P55073	Humans	DB09333
9301	MRC1	P22897	Humans	DB09266
9308	FGF23	Q7Z4T2	Humans	DB14012
9309	SLC5A5	Q92911	Humans	DB09418
9312	DNApol	Q91CQ6	Human herpesvirus 1	DB13421
9725	CACNA1B	A0A024R8I1	Humans	DB00381; DB00996
2226	CACNA1B	Q00975	Humans	DB00381; DB00996
9313		P18640	Clostridium botulinum	DB13898
9314	botD	P19321	Clostridium botulinum	DB13902
9315		Q00496	Clostridium botulinum	DB13897
9316	botF	P30996	Clostridium botulinum	DB13901
9317	botG	Q60393	Clostridium botulinum	DB13899
9320	fox-7	Q53IN1	Klebsiella pneumoniae	DB12107
9326		Q86DI9	Pediculus humanus	DB13746
20	DRD1	P21728	Humans	DB01049; DB11275; DB13345
145	DRD5	P21918	Humans	DB01049; DB11275; DB13345
756	DRD2	P14416	Humans	DB01049; DB11275; DB13345
581	DRD3	P35462	Humans	DB01049; DB11275; DB13345
389	DRD4	P21917	Humans	DB01049; DB11275; DB13345
9333	CPK1	P62344	Plasmodium falciparum (isolate 3D7)	DB12010
9334	RPS6KA6	Q9UK32	Humans	DB12010
9335	COQ8A	Q8NI60	Humans	DB12010
9336	NIM1K	Q8IY84	Humans	DB12010
9337	STK24	Q9Y6E0	Humans	DB12010
9338	STK3	Q13188	Humans	DB12010
9339	TEC	P42680	Humans	DB12010; DB15035
9340	STK33	Q9BYT3	Humans	DB12010
9341	STK35	Q8TDR2	Humans	DB12010
9342	STK36	Q9NRP7	Humans	DB12010
9343	STK38	Q15208	Humans	DB12010
9344	STK38L	Q9Y2H1	Humans	DB12010
9345	STK39	Q9UEW8	Humans	DB12010
9346	TAOK1	Q7L7X3	Humans	DB12010
9347	TAOK3	Q9H2K8	Humans	DB12010
9348	TBK1	Q9UHD2	Humans	DB12010
9349	TESK1	Q15569	Humans	DB12010
9350	TIE1	P35590	Humans	DB12010
9351	TLK1	Q9UKI8	Humans	DB12010
9352	TLK2	Q86UE8	Humans	DB12010
9353	TNIK	Q9UKE5	Humans	DB12010
9354	TNK1	Q13470	Humans	DB12010
9355	TNNI3K	Q59H18	Humans	DB12010
9356	TSSK1B	Q9BXA7	Humans	DB12010
9357	TXK	P42681	Humans	DB12010; DB15035
9358	TYRO3	Q06418	Humans	DB12010
9359	ULK1	O75385	Humans	DB12010
9360	ULK2	Q8IYT8	Humans	DB12010
9361	ULK3	Q6PHR2	Humans	DB12010
9362	MAP3K19	Q56UN5	Humans	DB12010
9363	AAK1	Q2M2I8	Humans	DB12010
9364	COQ8B	Q96D53	Humans	DB12010
9365	ANKK1	Q8NFD2	Humans	DB12010
9366	AXL	P30530	Humans	DB12010; DB12141
9367	BLK	P51451	Humans	DB12010; DB15035
9368	BMP2K	Q9NSY1	Humans	DB12010
9369	BMPR1B	O00238	Humans	DB12010
9370	BMX	P51813	Humans	DB12010; DB15035
9371	CAMK1	Q14012	Humans	DB12010
9372	CAMKK1	Q8N5S9	Humans	DB12010
9373	CAMKK2	Q96RR4	Humans	DB12010
9374	CSN3	P07498	Humans	DB12010
9375	CDC42BPG	Q6DT37	Humans	DB12010
9376	CDKL1	Q00532	Humans	DB12010
9377	CDKL2	Q92772	Humans	DB12010
9378	CIT	O14578	Humans	DB12010
9379	CLK2	P49760	Humans	DB12010
9380	CLK4	Q9HAZ1	Humans	DB12010
9381	CSNK1A1	P48729	Humans	DB12010
9382	DAPK2	Q9UIK4	Humans	DB12010
9383	DCLK1	O15075	Humans	DB12010
9384	DCLK2	Q8N568	Humans	DB12010
9385	DCLK3	Q9C098	Humans	DB12010
9386	DYRK1B	Q9Y463	Humans	DB12010
9387	EIF2AK1	Q9BQI3	Humans	DB12010
9388	EIF2AK2	P19525	Humans	DB12010
9389	EIF2AK4	Q9P2K8	Humans	DB12010
9390	EPHA1	P21709	Humans	DB12010
9391	EPHA3	P29320	Humans	DB12010
9392	EPHA4	P54764	Humans	DB12010
9393	EPHA6	Q9UF33	Humans	DB12010
9394	EPHA8	P29322	Humans	DB12010
9395	EPHB1	P54762	Humans	DB12010
9396	EPHB6	O15197	Humans	DB12010
9397	FER	P16591	Humans	DB12010
9398	FES	P07332	Humans	DB12010
9399	GAK	O14976	Humans	DB12010
9400	GSK3A	P49840	Humans	DB12010
9401	HIPK2	Q9H2X6	Humans	DB12010
9402	HIPK3	Q9H422	Humans	DB12010
9403	ICK	Q9UPZ9	Humans	DB12010
9404	IKBKE	Q14164	Humans	DB12010
9405	INSRR	P14616	Humans	DB12010
9406	IRAK1	P51617	Humans	DB12010
9407	IRAK3	Q9Y616	Humans	DB12010
9408	SIK3	Q9Y2K2	Humans	DB12010
9409	LATS1	O95835	Humans	DB12010
9410	LIMK2	P53671	Humans	DB12010
9411	LRRK2	Q5S007	Humans	DB12010
9412	LTK	P29376	Humans	DB12010
9413	MAP2K3	P46734	Humans	DB12010
9414	MAP2K5	Q13163	Humans	DB12010
9415	MAP2K6	P52564	Humans	DB12010
9416	MAP3K10	Q02779	Humans	DB12010
9417	MAP3K11	Q16584	Humans	DB12010
9418	MAP3K12	Q12852	Humans	DB12010
9419	MAP3K13	O43283	Humans	DB12010
9420	MAP3K15	Q6ZN16	Humans	DB12010
9421	MAP3K3	Q99759	Humans	DB12010
9422	MAP3K4	Q9Y6R4	Humans	DB12010
9423	MAP3K6	O95382	Humans	DB12010
9424	MAP4K1	Q92918	Humans	DB12010
9425	MAP4K2	Q12851	Humans	DB12010
9426	MAP4K3	Q8IVH8	Humans	DB12010
9427	MAP4K4	O95819	Humans	DB12010
9428	MAP4K5	Q9Y4K4	Humans	DB12010
9429	MAPK15	Q8TD08	Humans	DB12010
9430	MAPK4	P31152	Humans	DB12010
9431	MAPK7	Q13164	Humans	DB12010
9432	MAPKAPK5	Q8IW41	Humans	DB12010
9433	MARK1	Q9P0L2	Humans	DB12010
9434	MARK2	Q7KZI7	Humans	DB12010
9435	MARK3	P27448	Humans	DB12010
9436	MARK4	Q96L34	Humans	DB12010
9437	CLASP1	Q7Z460	Humans	DB12010
9438	MAST1	Q9Y2H9	Humans	DB12010
9439	MATK	P42679	Humans	DB12010
9440	MELK	Q14680	Humans	DB12010
9441	MINK1	Q8N4C8	Humans	DB12010
9442	MKNK1	Q9BUB5	Humans	DB12010
9443	MKNK2	Q9HBH9	Humans	DB12010
9444	MST1R	Q04912	Humans	DB12010
9445	MUSK	O15146	Humans	DB12010
9446	MYLK	Q15746	Humans	DB12010
9447	MYLK3	Q32MK0	Humans	DB12010
9448	MYLK4	Q86YV6	Humans	DB12010
9449	MYO3A	Q8NEV4	Humans	DB12010
9450	NEK1	Q96PY6	Humans	DB12010
9451	NEK3	P51956	Humans	DB12010
9452	NEK4	P51957	Humans	DB12010
9453	NEK5	Q6P3R8	Humans	DB12010
9454	NEK9	Q8TD19	Humans	DB12010
9455	NTRK3	Q16288	Humans	DB11986; DB12010; DB14723
9456	NUAK1	O60285	Humans	DB12010
9457	NUAK2	Q9H093	Humans	DB12010
9458	OXSR1	O95747	Humans	DB12010
9459	PAK1	Q13153	Humans	DB12010
9460	PAK2	Q13177	Humans	DB12010
9461	PAK3	O75914	Humans	DB12010
9462	PAK4	O96013	Humans	DB12010
9463	PAK6	Q9NQU5	Humans	DB12010
9464	PAK5	Q9P286	Humans	DB12010
9465	CDK17	Q00537	Humans	DB12010
9466	PHKG1	Q16816	Humans	DB12010
9467	PI4KB	Q9UBF8	Humans	DB12010
9468	PIK3C2B	O00750	Humans	DB12010
9469	PIK3C2G	O75747	Humans	DB12010
9470	PIM3	Q86V86	Humans	DB12010
9471	PIP4K2B	P78356	Humans	DB12010
9472	PIP4K2C	Q8TBX8	Humans	DB12010
9473	PKMYT1	Q99640	Humans	DB12010
9474	PKN1	Q16512	Humans	DB12010
9475	PKN2	Q16513	Humans	DB12010
9476	PLK2	Q9NYY3	Humans	DB12010
9477	PLK3	Q9H4B4	Humans	DB12010
9478	PLK4	O00444	Humans	DB12010
9479	PRKD1	Q15139	Humans	DB12010
9480	PRKG2	Q13237	Humans	DB12010
9481	PRPF4B	Q13523	Humans	DB12010
9482	RIOK1	Q9BRS2	Humans	DB12010
9483	RIOK2	Q9BVS4	Humans	DB12010
9484	RIOK3	O14730	Humans	DB12010
9485	RIPK1	Q13546	Humans	DB12010
9486	RIPK2	O43353	Humans	DB12010
9487	RIPK4	P57078	Humans	DB12010
9488	ROS1	P08922	Humans	DB11986; DB12010
9489	SBK1	Q52WX2	Humans	DB12010
9490	SBK3	P0C264	Humans	DB12010
9491	SGK3	Q96BR1	Humans	DB12010
9492	SIK2	Q9H0K1	Humans	DB12010
9493	SNRK	Q9NRH2	Humans	DB12010
9494	SRMS	Q9H3Y6	Humans	DB12010
9495	STK10	O94804	Humans	DB12010
9496	STK16	O75716	Humans	DB12010
9497	STK17A	Q9UEE5	Humans	DB12010
9498	STK32A	Q8WU08	Humans	DB12010
9500	GAST	P01350	Humans	DB12532
9504	GluClX	Q25634	Onchocerca volvulus	DB11431
9505	rpsK	L0LZJ6	Enterobacteriaceae bacterium (strain FGI 57)	DB12615
9506		P33815	Variola virus (isolate Human/India/Ind3/1967)	DB12020
9521	ARL2	P36404	Humans	DB14731
3526	HDAC10	Q969S8	Humans	DB13346
4817	HTR3B	O95264	Humans	DB00898; DB00988
4818	HTR3C	Q8WXA8	Humans	DB00898
4819	HTR3D	Q70Z44	Humans	DB00898
4820	HTR3E	A5X5Y0	Humans	DB00898
4830	PRKCG	P05129	Humans	DB12010
5024	CACNA1E	Q15878	Humans	DB00555
90	KCNH2	Q12809	Humans	DB00321; DB00590
462	KCNH6	Q9H252	Humans	DB00321; DB00590
699	KCNH7	Q9NS40	Humans	DB00321; DB00590
9749		Q6IX08	Fasciola hepatica	DB12245
9752		P80529	Fasciola hepatica	DB12245
9761	Cat-1	Q24940	Fasciola hepatica	DB12245
9755		Q09093	Fasciola hepatica	DB12245
9758		P80342	Fasciola hepatica	DB12245
9764	ENO	Q27655	Fasciola hepatica	DB12245
9767		K7YNB3	Fasciola hepatica	DB12245
9770	ND3	Q34522	Fasciola hepatica	DB12245
1131	KCNJ12	Q14500	Humans	DB00243; DB04855
4842	KCNJ14	Q9UNX9	Humans	DB00243; DB04855
9677	KCNJ2	P63252	Humans	DB00243; DB04855
5112	KCNJ4	P48050	Humans	DB00243; DB04855
9551	AQP3	Q92482	Humans	DB11365
9557	SOST	Q9BQB4	Humans	DB11866
433	GLRA1	P23415	Humans	DB01043
745	GLRA2	P23416	Humans	DB01043
414	GLRA3	O75311	Humans	DB01043
9737	GLRA4	Q5JXX5	Humans	DB01043
55	GLRB	P48167	Humans	DB01043
923	MAPK1	P28482	Humans	DB00945
9429	MAPK15	Q8TD08	Humans	DB00945
1062	MAPK3	P27361	Humans	DB00945
9430	MAPK4	P31152	Humans	DB00945
9722	MAPK6	Q16659	Humans	DB00945
9431	MAPK7	Q13164	Humans	DB00945
538	FGA	P02671	Humans	DB00364
2091	FGB	P02675	Humans	DB00364
2092	FGG	P02679	Humans	DB00364
9583	rt	Q3MS49	HBV	DB09299
9586		I6TLU5	Human herpesvirus 2 (strain 186)	DB09299
9598	CD79B	P40259	Humans	DB12240
9601		P18251	Enterobacter cloacae	DB01606
9604	MC4R	P32245	Humans	DB11653
9607	MC3R	P41968	Humans	DB11653
9610	MC5R	P33032	Humans	DB11653
9643	XPO1	O14980	Humans	DB11942
9650	PDE4	Q86V67	Humans	DB05676
9653	CDH11	H3BUU9	Humans	DB00482
9677	KCNJ2	P63252	Humans	DB01136
9683	lsr2	P9WIP7	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	DB05154
9686	efpA	P9WJY5	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	DB05154
9713	cydC	A0A0T9AZ62	Mycobacterium tuberculosis	DB05154
9704		A0A1K3GRG2	Mycobacterium tuberculosis	DB05154
9707	cydA	A0A045KKX4	Mycobacterium tuberculosis	DB05154
9710	cydB	A0A045ISQ8	Mycobacterium tuberculosis	DB05154
9698	rplV	P61182	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	DB12825
9743	tlyA	P9WJ63	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	DB00314; DB06827
9773	PA	P03433	Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)	DB13997
9779	PGA5	P0DJD9	Humans	DB00364
141	SCN1A	P35498	Humans	DB00273; DB00564; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
177	SCN10A	Q9Y5Y9	Humans	DB00273; DB00564; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
192	SCN11A	Q9UI33	Humans	DB00273; DB00564; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
2081	SCN2A	Q99250	Humans	DB00273; DB00564; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
2082	SCN3A	Q9NY46	Humans	DB00273; DB00564; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
2083	SCN4A	P35499	Humans	DB00273; DB00564; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
197	SCN5A	Q14524	Humans	DB00273; DB00564; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
4833	SCN7A	Q01118	Humans	DB00273; DB00564; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
2084	SCN8A	Q9UQD0	Humans	DB00273; DB00564; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
1143	SCN9A	Q15858	Humans	DB00273; DB00564; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
430	CACNA1C	Q13936	Humans	DB00243; DB00273; DB13961
2359	CACNA1D	Q01668	Humans	DB00243; DB00273; DB13961
2357	CACNA1F	O60840	Humans	DB00243; DB00273; DB13961
2355	CACNA1S	Q13698	Humans	DB00243; DB00273; DB13961
